model,id,analysis_subset,gold_label,baseline_pred_label,text,total_abs_attribution,identity_abs_attribution,context_abs_attribution,other_abs_attribution,identity_share,context_share,other_share,top_identity_words,top_context_words,top_non_identity_content_words
baseline,1179041911090188288_twitter,baseline_identity_fp_resolved_by_aggressive,non_hateful,hateful,they do not tolerate mohajirs been crammed in the slums of karachi daily being told2go back2india there can be no nonmuslim refugees2pak bdesh every1 knows the same night mulla goons will dash in their homes lift up the women kill them law will ignore,6.83026263024658,0.7815779373049736,0.0,6.048684692941606,0.11442868006918173,0.0,0.8855713199308183,nonmuslim:-0.37671;women:0.27339;kill:0.13148,,goons:0.91436;mulla:-0.58046;will:0.34229;crammed:0.29488;homes:0.29305;knows:0.26925;karachi:0.25528;been:-0.23994
baseline,1178925404448595970_twitter,baseline_identity_fp_resolved_by_aggressive,non_hateful,hateful,crackheads call themselves crackheads we all know black people who call themselves niggers savages and thugs but is not it different when a white says the same words let us keep it <number>,2.614863066934049,0.5331739857792854,0.0,2.0816890811547637,0.2039013027188597,0.0,0.7960986972811404,niggers:0.31428;black:0.17527;white:-0.04363,,crackheads:0.31424;crackheads:0.23608;says:0.16067;call:0.13903;thugs:0.13835;who:-0.11561;different:0.11486;savages:0.09519
baseline,10842242_gab,baseline_identity_fp_resolved_by_aggressive,non_hateful,hateful,black people still have not expressed their anger over current moslem slave owners in the middle east and north africa,5.431425649672747,1.7062690928578377,0.0,3.725156556814909,0.31414755589274124,0.0,0.6858524441072588,moslem:1.24555;black:0.46072,,africa:0.92761;owners:-0.62107;people:0.47538;still:0.35552;over:0.11779;east:0.11502;middle:0.10873;slave:-0.10297
baseline,25981841_gab,baseline_identity_fp_resolved_by_aggressive,non_hateful,hateful,few weeks back he quoted a statistic from the government regarding the percentage of paki muslim men involved in rape of young children,7.139252282679081,1.8562278598546982,0.13294312357902527,5.1500812992453575,0.2600031188641689,0.018621435174880376,0.7213754459609507,muslim:-1.78304;children:0.07319,rape:-0.13294,paki:1.22178;quoted:0.43385;men:0.28776;few:0.28343;percentage:0.28124;statistic:0.27954;weeks:0.21760;government:0.21467
baseline,17941100_gab,baseline_identity_fp_resolved_by_aggressive,non_hateful,hateful,<user> may as well put you to good use <user> this is an example of a muslim catfish study it have fun with it but if you want to cry at me for a few more hrs i suppose that would just say some thing no,5.58019555080682,0.5094882249832153,0.0,5.070707325823605,0.09130293380301883,0.0,0.9086970661969812,muslim:0.50949,,catfish:0.49744;<user>:0.29688;<user>:0.28649;use:-0.27361;fun:0.17778;put:0.17679;example:-0.13787;hrs:0.13538
baseline,1178506508600008704_twitter,baseline_identity_fp_resolved_by_aggressive,non_hateful,hateful,i hate saying nigga around my white friends but sometimes you niggers be out coonin and a cmon my nigga will slip out every now and again,6.833042262122035,3.9459784105420113,0.16835243999958038,2.7187114115804434,0.5774848536231018,0.02463799191361912,0.39787715446327915,coonin:2.27235;niggers:0.66217;nigga:0.60171;nigga:0.37394;white:0.03581,hate:-0.16835,out:0.29327;sometimes:-0.24920;saying:-0.18317;hate:-0.16835;cmon:0.15357;my:-0.14910;my:0.13267;around:0.07532
baseline,1179094989172690944_twitter,baseline_identity_fp_resolved_by_aggressive,non_hateful,hateful,this neighbor at <number> has plates 3 d on his black audi is he going to kill me 134 days prior to valentines day or is he just an anti gay bigot who likes 3 d printers and hates on faggots now he has backed in the black explorer,7.650424189865589,1.5353393256664276,0.13832375407218933,5.976761110126972,0.20068682305227864,0.018080533920645195,0.7812326430270762,faggots:1.08852;gay:-0.21279;black:-0.14587;black:0.07046;kill:0.01770,hates:-0.13832,printers:0.70534;bigot:0.39222;now:0.33559;anti:0.26959;who:-0.17710;backed:0.17227;3:-0.14864;going:0.14716
baseline,26535249_gab,baseline_identity_fp_resolved_by_aggressive,non_hateful,hateful,no no it every topic dude every topic that gets some traction here they come they are in every room spouting it the jews and the arabs then the blacks it what they came to do,7.945866342633963,2.574764668941498,0.0,5.371101673692465,0.32403825560549177,0.0,0.6759617443945083,jews:2.31758;arabs:-0.13493;blacks:0.12226,,dude:-0.47004;topic:0.41445;then:-0.28213;every:0.25505;topic:0.19851;come:0.19541;every:0.18269;room:0.17098
baseline,6152693_gab,baseline_identity_fp_resolved_by_aggressive,non_hateful,hateful,western women use vagina stereo speaker to blast unborn babies with feminist female empowerment musics of negress beyonce hag madonna breasticular katy perries slav expecting mothers enjoy cerebral classical music of tchaikovsky dvorák mussorgsky stravinsky free of vaginal intrusion,7.702361444011331,2.9595624804496765,0.0,4.742798963561654,0.3842409242883257,0.0,0.6157590757116743,negress:2.40795;women:0.33148;female:-0.22014,,dvorã¡k:-0.41385;western:0.41068;katy:-0.27255;madonna:0.27160;intrusion:0.24670;hag:0.24082;mussorgsky:0.23582;speaker:0.20940
baseline,3160792_gab,baseline_identity_fp_resolved_by_aggressive,non_hateful,hateful,<user> and this is why zionist hate him and want to destroy russia they kicked out the big banks owned by kenite jews russia is literally the last vestige of white values left in the world,3.9097732957452536,0.417757511138916,0.3399338722229004,3.152081912383437,0.10684954843635915,0.08694465036958225,0.8062058011940586,jews:0.33586;white:0.08190,hate:-0.21033;destroy:0.12961,kenite:0.54355;russia:0.42667;vestige:0.22442;hate:-0.21033;out:-0.18937;last:0.15910;russia:0.15269;literally:-0.15160
baseline,8320068_gab,baseline_identity_fp_resolved_by_aggressive,non_hateful,hateful,baby was a black sheep baby was a whore baby gotten big and baby getting bigger baby got some then baby want more baby baby baby was a rock roll nigger,8.656376645900309,3.5887826532125473,0.0,5.067593992687762,0.41458254417709606,0.0,0.5854174558229039,nigger:3.45498;black:0.13381,,roll:0.58263;baby:0.38785;baby:0.31783;rock:0.31036;sheep:0.27195;gotten:0.25673;whore:-0.25072;getting:0.22831
baseline,1100389613074558976_twitter,common_correct_identity_hateful,hateful,hateful,<user> not low class they enjoy to get fucked by muslims,1.405123382806778,0.05370068550109863,0.0,1.3514226973056793,0.03821777230255028,0.0,0.9617822276974497,muslims:0.05370,,fucked:-0.30345;get:0.22735;class:0.13261;low:0.11380;enjoy:0.05749;<user>:-0.01433
baseline,10040607_gab,common_correct_identity_hateful,hateful,hateful,recordbreakerr recordbreakerrrrrrrrrrrrrr5 hours ago this was a racist killing against a defenseless white woman the shooter was a somalian muzzie mandingo rapefugee who only got hired because of the affirmative action ﻿,6.854338712524623,2.9862856566905975,0.7099533975124359,3.1580996583215892,0.43567815684887196,0.10357722710947596,0.4607446160416521,muzzie:2.53818;white:0.24504;woman:-0.11074;killing:0.09233,rapefugee:0.70995,rapefugee:0.70995;recordbreakerrrrrrrrrrrrrr5:0.64487;somalian:0.62180;recordbreakerr:0.34187;defenseless:-0.30589;racist:0.22905;because:0.09835;against:-0.09688
baseline,1178759746683146240_twitter,common_correct_identity_hateful,hateful,hateful,<user> alot of people just dont say it but she is not the only white nigger to think this way she is just another white nigger impowerd by trump to show her stupid way of thinking white niggers are the worst,8.72595967631787,5.201426461338997,0.0,3.5245332149788737,0.5960864654756076,0.0,0.4039135345243923,nigger:2.47692;white:1.21376;niggers:0.59537;white:0.29836;nigger:0.28138;white:0.25876;stupid:-0.07687,,only:0.51541;impowerd:0.30842;just:0.22785;another:0.20502;worst:0.15209;people:0.09384;dont:0.08485;her:0.07481
baseline,10824649_gab,common_correct_identity_hateful,hateful,hateful,sucking all the msm dick eh curry nigger race traitor tell em how you are really an sjw who sides with sadiq khan mayor of londonstan and believe curries and sand niggers should steal whyte wymn and destroy the white race gabfam speakfreely tell em how you censor downvotes profitmonger,6.904745591804385,3.178138807415962,0.059250280261039734,3.6673565041273832,0.4602832595582184,0.008581095345694864,0.5311356450960867,nigger:2.24022;niggers:0.90607;white:0.03186,destroy:0.05925,race:0.44548;curry:0.28759;sucking:0.27553;msm:0.27221;race:0.23564;dick:0.22858;sand:0.16946;should:0.13378
baseline,10144695_gab,common_correct_identity_hateful,hateful,hateful,kid rock is not white not by my standard has a half niglet rapper son make mud babies and you will forever serve the muds,10.69141473993659,0.49249130487442017,0.0,10.19892343506217,0.04606418484868739,0.0,0.9539358151513126,white:0.49249,,muds:1.40675;niglet:1.11841;mud:1.11640;rapper:0.91472;babies:0.67594;son:0.54523;forever:0.48964;serve:0.43178
baseline,10227153_gab,common_correct_identity_hateful,hateful,hateful,looks to me like some social activists might have been there fanning the flames well starting the fire then maintaining it whatever happened to law and order most tax payers would not disagree with rubber bullets tear gas and water cannons being deployed on this mixed bag of muzzies and blacks,7.425150031223893,2.456556260585785,0.09473580867052078,4.8738579619675875,0.330842642943993,0.012758773664120213,0.6563985833918868,muzzies:1.77700;blacks:0.67955,whatever:0.09474,cannons:0.34970;activists:0.28319;most:0.24173;me:0.20562;disagree:0.18640;payers:0.16852;tear:0.15861;mixed:0.15166
baseline,11004916_gab,common_correct_identity_hateful,hateful,hateful,and to pour more gasoline on the fire now they are cracking down hard on internet hate speech which is arbitrary and capricious whenever a sand nigger bitches some poor brit going to jail and these muslim parasites have bitching down to an artform helmets people helmets,3.6807766943238676,0.9034211933612823,0.17594370618462563,2.6014117947779596,0.24544308671440182,0.04780070099225219,0.706756212293346,nigger:0.88895;muslim:0.01447,parasites:-0.12188;hate:0.05406,bitches:-0.25693;sand:0.25539;gasoline:0.18821;parasites:-0.12188;more:0.11641;some:-0.10981;artform:-0.08316;down:-0.07944
baseline,1178656914567258112_twitter,common_correct_identity_hateful,hateful,hateful,anime culture has created a new generation of weeboos where black and white kids gonna have ching chong names cuz their stupid ass parents like ching chong cartoons,5.592891906388104,1.993561528623104,0.0,3.599330377765,0.3564455673362993,0.0,0.6435544326637007,chong:1.05322;chong:0.67922;white:0.15692;black:0.07046;stupid:-0.03375,,weeboos:0.75886;like:0.52602;ching:0.42304;ching:0.38669;cuz:0.23747;anime:-0.15701;new:0.12697;generation:0.11735
baseline,1178606198809141249_twitter,common_correct_identity_hateful,hateful,hateful,pope is asian you fucking dumb nigger,7.687148325145245,5.082641318440437,0.0,2.6045070067048073,0.6611868411351882,0.0,0.3388131588648117,nigger:4.91350;asian:0.16914,,dumb:1.55680;pope:0.42943;fucking:0.09551
baseline,11080346_gab,common_correct_identity_hateful,hateful,hateful,a mudshark is a white woman who is only attracted to black men a thot is a whore every mudshark is a thot but not every thot is a mudshark,5.833091242238879,0.4349675253033638,0.0,5.398123716935515,0.07456895619147094,0.0,0.925431043808529,black:0.27237;white:0.12024;woman:-0.04237,,mudshark:1.13714;mudshark:1.00648;mudshark:0.68720;thot:0.33043;every:0.30983;thot:0.20240;thot:0.20003;who:-0.10459
baseline,10600154_gab,common_correct_identity_hateful,hateful,hateful,i am sick of a <number> white country not killing niggers jews in the damn streets,1.3107735952362418,0.9524575583636761,0.0,0.35831603687256575,0.7266377365436736,0.0,0.27336226345632647,jews:0.64877;niggers:0.23305;killing:-0.04140;white:-0.02925,,am:0.07964;<number>:-0.05635;streets:-0.03510;country:0.01702;sick:0.00294;damn:-0.00004
baseline,1116531316508495872_twitter,common_correct_identity_hateful,hateful,hateful,<user> safe and affordable killing of helpless babies just what a muslim wants one less infidel to kill or convert,4.503991823643446,0.5240845903754234,0.2603878080844879,3.7195194251835346,0.11636002259690427,0.05781267335291265,0.8258273040501831,killing:0.33179;muslim:0.10356;kill:0.08874,less:0.26039,wants:0.47924;helpless:0.43807;one:0.39823;less:0.26039;<user>:0.22177;babies:0.17723;infidel:0.13101;safe:0.13045
baseline,1177671086139478016_twitter,common_correct_identity_hateful,hateful,hateful,i hate arabs,3.9830681681632996,2.1161975860595703,0.2552703022956848,1.6116002798080444,0.5312983601371317,0.06408886102830544,0.4046127788345628,arabs:2.11620,hate:-0.25527,hate:-0.25527
baseline,10888406_gab,common_correct_identity_hateful,hateful,hateful,pro tip the niggers do not care if you never owned slaves granddaddy fought the natzis or great great grandad ground the confederacy into dust with the boot heel of the proto bolshevik yankee gubment force of weight and arms behind it they hate you because you are white and you exist altright,6.850735375657678,1.7158291079103947,0.058496057987213135,5.07641020976007,0.2504591133394454,0.008538653849492392,0.7410022328110621,niggers:1.70783;white:-0.00800,hate:0.05850,granddaddy:0.37268;confederacy:0.36227;bolshevik:0.32802;tip:0.24797;yankee:0.21285;dust:0.20760;grandad:0.19164;proto:-0.14797
baseline,10651361_gab,common_correct_identity_hateful,hateful,hateful,pretty sure he fought the confederacy pretty sure your party uses lincolns name to endear coon black folks like <user> and <user> to your party while at the same time celebrating the people who fought him and killed him lol,9.249400841537863,6.014311507344246,0.0,3.235089334193617,0.6502379570722842,0.0,0.34976204292771584,coon:5.90927;killed:0.05339;black:-0.05165,,endear:0.35055;confederacy:0.24366;him:0.19593;<user>:0.19462;lincolns:0.17543;folks:0.17262;like:0.13899;sure:0.12275
balanced_guardrail,11678017_gab,common_identity_fp_all_models,non_hateful,hateful,in the meantime jewish advocacy receives billions in funding from jews and that ok but when whites do it ooh better watch out it all a scam better not organise someone might kike you,5.889691896736622,2.591061994433403,0.0,3.298629902303219,0.4399316704272878,0.0,0.5600683295727122,kike:1.71109;jewish:0.51160;jews:0.35129;whites:0.01708,,someone:0.29977;organise:0.27894;might:0.27564;advocacy:0.26868;billions:0.24589;meantime:0.19642;receives:0.19068;ooh:-0.12696
balanced_guardrail,15879649_gab,common_identity_fp_all_models,non_hateful,hateful,andrew anglin wants white women to be raped and beaten into submission he is just gross being out there just to shock white sharia is cancer and must be vehemently denounced,4.185193255543709,0.8993848636746407,0.00651879608631134,3.279289595782757,0.214896853922651,0.0015575854418852797,0.7835455606354637,white:0.55001;white:0.29910;women:0.05027,raped:0.00652,sharia:0.39627;denounced:0.23864;shock:0.21464;andrew:0.19545;gross:0.14499;must:0.13448;into:0.12085;just:0.11846
balanced_guardrail,1178981039353581568_twitter,common_identity_fp_all_models,non_hateful,hateful,f the gop it drowning itself in the bathtub unless you people are just going to give up and let these nazi puke sacks win i am never going to quit fighting white supremacists until they are gone republicans are the party of white supremacy that their identity 👻,5.494239202700555,0.43534618616104126,0.0,5.058893016539514,0.07923684610365303,0.0,0.920763153896347,white:-0.31994;white:-0.11540,,sacks:0.94507;puke:0.32308;win:0.27229;nazi:0.22713;bathtub:0.22218;ðłĳ»:-0.21706;these:0.18979;supremacists:-0.18360
balanced_guardrail,12597139_gab,common_identity_fp_all_models,non_hateful,hateful,the french deserve to either end up as dhimmi moslem slaves or dead could there be anything more stupid apart from the politicians now running european countries france paris muslim islam islamofascism,3.045390115119517,0.6828850321471691,0.015342280268669128,2.3471628027036786,0.22423565005903,0.005037870252648081,0.7707264796883219,stupid:0.32680;islamofascism:0.12554;islam:0.11800;moslem:0.08508;muslim:0.02746,dead:0.01534,deserve:0.28700;french:0.19221;apart:-0.19086;slaves:-0.18823;politicians:0.17906;end:0.15833;either:0.12380;could:0.10519
balanced_guardrail,10979482_gab,common_identity_fp_all_models,non_hateful,hateful,wishful thinking mr president these people will always hate you white man do not you get it yet u <user> stated that whichs very dangerous why do u refuse to understand that king kike trumps a genetic jew on his dads side wow hes its not an anglo saxon white man white nations,5.058788098394871,1.0940344240516424,0.3992823585867882,3.56547131575644,0.21626413337984532,0.07892846089233874,0.704807405727816,kike:0.71771;jew:0.16397;white:0.10301;white:0.08100;white:-0.02835,king:0.34612;hate:0.05316,king:0.34612;wishful:0.31004;nations:0.19856;president:0.17345;mr:0.17259;side:0.15800;<user>:0.15292;refuse:-0.15114
balanced_guardrail,1213875760420794368_twitter,common_identity_fp_all_models,non_hateful,hateful,<user> yet colin nike exploits asians at an alarming rate i hate graham and the cult45 but i agree with him on this,5.735096888616681,0.7542808651924133,0.1993507295846939,4.781465293839574,0.13152016083451865,0.03475978409020005,0.8337200550752814,asians:0.75428,hate:-0.19935,nike:2.41725;exploits:0.53477;yet:0.33277;rate:-0.20115;hate:-0.19935;him:-0.18618;graham:-0.18604;alarming:-0.12057
balanced_guardrail,1226925254062362627_twitter,common_identity_fp_all_models,non_hateful,hateful,us black trans women are dying white vegans us eat meat white vegans you should be ashamed of yourself,3.277509296312928,1.0328208524733782,0.0,2.24468844383955,0.31512369885121666,0.0,0.6848763011487834,white:0.35988;white:0.26944;black:0.24754;trans:0.15472;women:0.00124,,us:-0.77606;ashamed:0.26394;us:0.21693;should:-0.15057;dying:-0.08389;eat:0.06543;yourself:-0.06373;vegans:0.05639
balanced_guardrail,1178821631797538822_twitter,common_identity_fp_all_models,non_hateful,hateful,i am so glad to hear that <user> has joined the white supremacist movement with her towelhead comments now we can attack her with impunity cancel lily singh,8.44084498938173,4.357924114912748,0.150335893034935,3.9325849814340472,0.5162900302511011,0.017810526460804808,0.46589944328809413,towelhead:4.35452;white:0.00341,attack:0.15034,comments:0.88059;her:0.51369;now:-0.34538;movement:0.29438;impunity:0.22786;glad:0.20771;cancel:-0.16705;attack:0.15034
balanced_guardrail,1178832944707915776_twitter,common_identity_fp_all_models,non_hateful,hateful,no chinks niggers or redskins ah i can already tell by the blunt racist dialogue from one of the white characters in the opening scene that this is going to be a good exploitation film,6.673026157543063,3.9989648163318634,0.0,2.6740613412111998,0.599273061714513,0.0,0.40072693828548706,niggers:1.68826;chinks:1.13441;redskins:1.05186;white:-0.12443,,ah:-0.20238;film:0.15175;exploitation:0.14044;no:0.12974;characters:-0.12966;already:-0.12617;good:0.10885;blunt:-0.09224
balanced_guardrail,10318118_gab,common_identity_fp_all_models,non_hateful,hateful,clapton told the crowd that england had become overcrowded vote for powell to stop britain from becoming a black colony that britain should get the foreigners out get the wogs out get the coons out then repeatedly shouted the national front slogan keep britain white prophetic,6.208478228189051,1.4646640196442604,0.0,4.743814208544791,0.23591353078989338,0.0,0.7640864692101066,coons:1.43608;black:-0.02191;white:0.00666,,out:-0.58335;vote:0.31123;wogs:0.27776;get:0.23899;should:0.18684;britain:-0.18419;then:0.17701;overcrowded:0.16484
balanced_guardrail,1179041911090188288_twitter,baseline_identity_fp_resolved_by_aggressive,non_hateful,hateful,they do not tolerate mohajirs been crammed in the slums of karachi daily being told2go back2india there can be no nonmuslim refugees2pak bdesh every1 knows the same night mulla goons will dash in their homes lift up the women kill them law will ignore,5.025533000007272,0.671135239303112,0.0,4.35439776070416,0.133545086521597,0.0,0.866454913478403,nonmuslim:-0.40483;women:0.19038;kill:-0.07592,,goons:0.42797;mulla:-0.40653;been:-0.28683;tolerate:0.22792;daily:0.17001;told2go:-0.16783;back2india:-0.16622;mohajirs:-0.15568
balanced_guardrail,1178925404448595970_twitter,baseline_identity_fp_resolved_by_aggressive,non_hateful,hateful,crackheads call themselves crackheads we all know black people who call themselves niggers savages and thugs but is not it different when a white says the same words let us keep it <number>,5.039227231405675,0.8185157179832458,0.0,4.22071151342243,0.1624288170380687,0.0,0.8375711829619313,niggers:0.56563;black:0.17608;white:0.07680,,crackheads:0.68331;call:-0.46409;thugs:0.28280;<number>:-0.20771;themselves:0.20015;different:0.16532;themselves:-0.15070;savages:-0.14134
balanced_guardrail,10842242_gab,baseline_identity_fp_resolved_by_aggressive,non_hateful,hateful,black people still have not expressed their anger over current moslem slave owners in the middle east and north africa,4.1152018420398235,1.117616981267929,0.0,2.9975848607718945,0.27158254301177814,0.0,0.7284174569882218,moslem:0.69605;black:0.42156,,africa:0.69005;owners:-0.51693;people:0.39613;still:0.33465;slave:-0.09970;east:0.08186;middle:0.07684;current:0.04564
balanced_guardrail,25981841_gab,baseline_identity_fp_resolved_by_aggressive,non_hateful,hateful,few weeks back he quoted a statistic from the government regarding the percentage of paki muslim men involved in rape of young children,4.370429269969463,1.2204387225210667,0.028275389224290848,3.121715158224106,0.2792491645859753,0.006469705257234014,0.7142811301567906,muslim:-1.20418;children:0.01626,rape:0.02828,quoted:0.40625;involved:-0.22774;few:0.22211;weeks:0.21167;statistic:0.16683;paki:-0.16125;percentage:-0.10884;men:0.08186
balanced_guardrail,17941100_gab,baseline_identity_fp_resolved_by_aggressive,non_hateful,hateful,<user> may as well put you to good use <user> this is an example of a muslim catfish study it have fun with it but if you want to cry at me for a few more hrs i suppose that would just say some thing no,5.520335927605629,0.18573637306690216,0.0,5.334599554538727,0.03364584610477914,0.0,0.9663541538952208,muslim:0.18574,,study:-0.43510;catfish:0.32976;<user>:0.22499;example:-0.19497;cry:-0.18023;hrs:0.17295;well:0.17137;me:-0.14422
balanced_guardrail,1178506508600008704_twitter,baseline_identity_fp_resolved_by_aggressive,non_hateful,hateful,i hate saying nigga around my white friends but sometimes you niggers be out coonin and a cmon my nigga will slip out every now and again,6.328546559438109,3.3396648317575455,0.10128363221883774,2.887598095461726,0.5277143496363979,0.016004248569173894,0.4562814017944282,coonin:1.91480;nigga:0.69682;niggers:0.54175;nigga:0.11635;white:0.06995,hate:-0.10128,sometimes:-0.36425;out:0.31184;cmon:-0.29704;my:-0.20978;around:-0.13122;now:-0.12373;saying:-0.11999;again:-0.10391
balanced_guardrail,1179094989172690944_twitter,baseline_identity_fp_resolved_by_aggressive,non_hateful,hateful,this neighbor at <number> has plates 3 d on his black audi is he going to kill me 134 days prior to valentines day or is he just an anti gay bigot who likes 3 d printers and hates on faggots now he has backed in the black explorer,5.859159799292684,0.8637980073690414,0.13045665621757507,4.864905135706067,0.14742694122684943,0.02226542041630675,0.8303076383568438,faggots:0.42294;gay:-0.18019;black:0.13465;black:-0.08653;kill:-0.03948,hates:-0.13046,printers:0.57853;bigot:0.28083;valentines:-0.19810;anti:0.18526;backed:0.17500;3:-0.17082;now:0.16833;explorer:-0.16529
balanced_guardrail,26535249_gab,baseline_identity_fp_resolved_by_aggressive,non_hateful,hateful,no no it every topic dude every topic that gets some traction here they come they are in every room spouting it the jews and the arabs then the blacks it what they came to do,7.708152124658227,2.3746538683772087,0.0,5.333498256281018,0.308070446713258,0.0,0.691929553286742,jews:2.27847;blacks:0.09486;arabs:-0.00133,,spouting:0.37015;then:-0.25980;no:0.18241;came:-0.16924;some:0.16665;topic:0.16622;every:0.15822;topic:0.15079
balanced_guardrail,6152693_gab,baseline_identity_fp_resolved_by_aggressive,non_hateful,hateful,western women use vagina stereo speaker to blast unborn babies with feminist female empowerment musics of negress beyonce hag madonna breasticular katy perries slav expecting mothers enjoy cerebral classical music of tchaikovsky dvorák mussorgsky stravinsky free of vaginal intrusion,4.8882917733863,1.25154510140419,0.0,3.6367466719821095,0.256029132348047,0.0,0.7439708676519531,negress:0.84618;women:0.27836;female:-0.12700,,vagina:-0.33803;mussorgsky:0.28986;katy:-0.25825;intrusion:0.23789;dvorã¡k:-0.20543;blast:-0.15026;hag:0.14889;western:0.14222
